Domain,TLD,Source_Count,Sources
a.algenean,algenean,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
kerem.izmen,izmen,1,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt
webmail.figholding.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
spider.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
emre.yalcin,yalcin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
lanoasis.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
ctserv.web,web,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
disanli.ata,ata,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
dev.impav.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083552_default_218.159.195.161_ad.exchange.mail_078435.txt
mtdisplays.com.tr,tr,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103315_default_95.0.22.150_ad.exchange.mail_545296.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510020055_default_95.0.22.150_ad.exchange.mail_062149.txt
aysenur.duygu,duygu,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103315_default_95.0.22.150_ad.exchange.mail_545296.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510020055_default_95.0.22.150_ad.exchange.mail_062149.txt
updqt.aspx,aspx,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
privileges.js,js,1,Malwares and Logs/access.log
arzugulsun.barak,barak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
admin.shtml,shtml,1,Malwares and Logs/access.log
admin.jsa,jsa,1,Malwares and Logs/access.log
ali.uyanik,uyanik,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103315_default_95.0.22.150_ad.exchange.mail_545296.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510020055_default_95.0.22.150_ad.exchange.mail_062149.txt
asiye.altinkaynak,altinkaynak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
corp.resp,resp,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
schemas.xmlsoap.org,org,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0041-0042.md
cise.zekaifaruk,zekaifaruk,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
a.abdelhamid,abdelhamid,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
cesim.babahan,babahan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101220_default_78.188.48.174_ad.exchange.mail_104680.txt
nmap.org,org,1,Malwares and Logs/access.log
mehmet.yalcin,yalcin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025119_default_37.122.138.36_ad.exchange.mail_251535.txt
anthony.abi.khalil,khalil,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
carmel.cohen,cohen,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093808_default_192.116.238.153_ad.exchange.mail_786317.txt
abdulrauf.auto.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
anna.daou,daou,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
maria.bouaoun,bouaoun,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
app-ads.txt,txt,1,Malwares and Logs/ameen-alkhalij.com.log
adelghandour.malte,malte,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
baris.gundogdu,gundogdu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
ayca.ayyildiz,ayyildiz,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
mail.fbl.com.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
hyun.baek,baek,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528090307_default_61.34.245.225_ad.exchange.mail_708060.txt
env.docker,docker,1,Malwares and Logs/ameen-alkhalij.com.log
demet.arslan,arslan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
by.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
mail.iaushiraz.ac.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
m.eid,eid,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
tasktracker.jsp,jsp,1,Malwares and Logs/access.log
re.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
a.ustun,ustun,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
zijin.png,png,1,Malwares and Logs/ameen-alkhalij.com.log
dy.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
dk.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
ali.hajjsleimane,hajjsleimane,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
bit.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
a.abdulhadi,abdulhadi,3,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511064255_default_77.240.91.154_ad.exchange.mail_768259.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511064327_default_77.240.91.155_ad.exchange.mail_118693.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062605_default_77.240.91.151_ad.exchange.mail_704039.txt
aynura.guliyeva,guliyeva,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt
dumail.d-union.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
pora.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
esposa.co.il,il,3,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_pdf/analysis_pages_0007-0008.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/گزارش عملکرد ماهانه بهمن ماه شایانpdf/analysis_pages_0007-0008.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_ 2pdf/analysis_pages_0007-0008.md
indexx.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
realiteq.net,net,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/MMD-1403-01-27pdf/analysis_pages_0001-0001.md
www.checkmarknetwork.com,com,1,Malwares and Logs/ameen-alkhalij.com.log
ahmet.doganay,doganay,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
k.chemaly,chemaly,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
window-new.png,png,1,Malwares and Logs/access.log
divate.nivedita,nivedita,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
bahar.bocek,bocek,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
lifestyledevelopers.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511085317_default_87.101.204.179_ad.exchange.mail_464449.txt
config.php,php,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
abdulhadi.alabsi,alabsi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
wenlan.xu,xu,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
crestron.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
raviana.hardan,hardan,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
mail.hamyar-niroo.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
anar.gurbanov,gurbanov,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
kmcgroup.com.tr,tr,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102716_default_185.42.172.246_ad.exchange.mail_765512.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
zoom.il.https,https,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0031-0035.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0033-0034.md
abuzer.ulu,ulu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
smtp.vladimirdjurovic.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
h5.js,js,1,Malwares and Logs/ameen-alkhalij.com.log
hifilm2019.lab,lab,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083131_default_211.45.117.183_ad.exchange.mail_542227.txt
ahmad.saaddin,saaddin,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
define.otak,otak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
abdul.muhti,muhti,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
deniz.kalyoncu,kalyoncu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
webmail.fanap.plus,plus,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
alaa.sameer,sameer,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
abdallah.najm,najm,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
randa.hanna,hanna,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
s.connect,connect,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md
gel4y.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
s.alamri,alamri,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053414_default_37.224.113.215_ad.exchange.mail_711533.txt
arif.ibrahimov,ibrahimov,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt
sales.marketing,marketing,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081202_default_87.101.165.154_ad.exchange.mail_381710.txt
wp-backup-sql-302.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
aliriza.karaman,karaman,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
akram.elsayed,elsayed,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
fida.assaad,assaad,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
kaan.serce,serce,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015839_default_78.188.166.184_ad.exchange.mail_661161.txt
silvan.tavanir.co.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0036-0040.md
admin.jhtml,jhtml,1,Malwares and Logs/access.log
s3i.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
a.ghazy,ghazy,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
trade-history.css,css,1,Malwares and Logs/ameen-alkhalij.com.log
star.png,png,1,Malwares and Logs/ameen-alkhalij.com.log
mahmut.bakir,bakir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102716_default_185.42.172.246_ad.exchange.mail_765512.txt
kmc.com.tr,tr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102716_default_185.42.172.246_ad.exchange.mail_765512.txt
aliriza.sancaktar,sancaktar,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
amil.qurbanov,qurbanov,3,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
abdallah.hassaine,hassaine,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
adham.boureslan,boureslan,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
dr.akram,akram,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
arkun.kalfaoglu,kalfaoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
base.asp,asp,1,Malwares and Logs/access.log
taibaflocks.local,local,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511074102_default_94.77.201.86_ad.exchange.mail_620908.txt
a.alharby,alharby,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
baris.haznedar,haznedar,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
s.alkhudair,alkhudair,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
basturkcam.com.tr,tr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093542_default_195.175.91.94_ad.exchange.mail_539212.txt
base.jhtml,jhtml,1,Malwares and Logs/access.log
view.html,html,1,Malwares and Logs/access.log
skgas.claim,claim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060305_default_168.154.245.55_ad.exchange.mail_617294.txt
accountsdept.headoffice,headoffice,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
we.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
wonwan.lee,lee,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
koray.bozkir,bozkir,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510024322_default_185.132.125.83_ad.exchange.mail_153004.txt
dr.abdel,abdel,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
bos.edu,edu,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510090452_default_193.227.165.69_ad.exchange.mail_560593.txt
abdallah.diab,diab,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
download.js,js,1,Malwares and Logs/ameen-alkhalij.com.log
ahmad.masri,masri,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
a.gormus,gormus,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
cibmail.cedrusinvestbank.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
abdulalim.musalman,musalman,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
abidin.goksu,goksu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
almoumany.zaid,zaid,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
ahmad.hammoud,hammoud,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
